,beef,businessName,case_number,chicken,city,lat,link,long,pork,product_desc,qty_recovered,recall_announcement,recall_date,recall_reason,state,street,zip
10,1,Not Found,062-2013 EXP,1,Kerrville,30.037859,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-062-2013-expansion,-99.13627,1,,"2,602 pounds ",Maryland and Texas Firms Recall Broccoli Salad Kits With Dressing For Possible Listeria Contamination,"Oct 29, 2013",,TX,1509 Water St,78028
11,0,"Ferrarini USA, Importer of Record in San Fernando, Calif.,",063-2013,1,Modesto,37.60617,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-063-2013-release,-121.0071,0,Salami Products,113 pounds,California Importer Recalls Salami Products That Were Not Presented To USDA for Reinspection,"Oct 26, 2013",Were Not Presented To USDA for Reinspection,CA,1105 Standish Ct,95358
12,1,Taylor Farms,062-2013,1,Woodbridge,38.63085,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-062-2013-release,-77.27309,1,Broccoli Salad Kits,"2,602 pounds",Maryland Firm Recalls Broccoli Salad Kits For Possible Listeria Contamination,"Oct 25, 2013",Possible Listeria Contamination,VA,14840 Build America Dr,22191
13,1,"Boston Salads and Provisions Company, Inc.",061-2013,1,Roxbury,42.33026,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-061-2013-release,-71.07058,1,,"1,930 pounds",Massachusetts Firm Recalls USDA-Regulated Ready-To-Eat Products for Possible Listeria Contamination,"Oct 24, 2013",,MA,24 Chesterton St,02119
14,1,"Costco’s El Camino Real store in San Francisco, Calif.,",058-2013 EXP,1,Athens,33.9761,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-058-2013-expanded,-83.36455,1,Rotisserie Chicken Products,"1,260 pounds ",California Wholesale Store Recalls Rotisserie Chicken Products Due To Possible Salmonella Contamination,"Oct 17, 2013",To Possible Salmonella Contamination,GA,401 North Ave Ste 2,30601
15,1,"Costco’s El Camino Real store in South San Francisco, Calif.,",058-2013,1,Athens,33.9761,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-058-2013-release,-83.36455,1,Rotisserie Chicken Products,"1,260 pounds ",California Wholesale Store Recalls Rotisserie Chicken Products Due to Possible Salmonella Heidelberg Contamination,"Oct 12, 2013",to Possible Salmonella Heidelberg Contamination,GA,401 North Ave Ste 2,30601
16,1,Central Valley Meat Company,057-2013,1,Hanford,36.32235,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/rnr-057-2013,-119.61673,0,,"74,120 pounds",Recall Notification Report 057-2013,"Oct 01, 2013",,CA,10431 8 3/4 Ave,93230
17,1,Siberoni,053-2013 EXP,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-053-2013-release-exp,,1,Meat and Poultry Ravioli Products,"2,509 pounds",Oregon Firm Recalls Meat and Poultry Ravioli Products Produced Without Benefit of Inspection,"Sep 25, 2013",Without Benefit of Inspection,,,
18,1,Central Valley Meat Company,054-2013,1,Hanford,36.32235,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-054-2013-release,-119.61673,0,Ground Beef Products,"48,760 pounds ",California Firm Recalls Ground Beef Products That May Contain Foreign Materials,"Sep 19, 2013",May Contain Foreign Materials,CA,10431 8 3/4 Ave,93230
19,1,Siberoni,053-2013,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-053-2013-release,,1,Meat and Poultry Ravioli Products,"2,509 pounds",Oregon Firm Recalls Meat and Poultry Ravioli Products Produced Without Benefit of Inspection,"Sep 16, 2013",Without Benefit of Inspection,,,
20,0,Galant Food Company,052-2013,1,San Francisco,37.76211,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-052-2013-release,-122.407234,0,Chicken Provance French Puff Pastry,390 pounds ,California Firm Recalls Chicken Provance French Puff Pastry Due To Misbranding and Undeclared Allergen,"Sep 13, 2013",To Misbranding and Undeclared Allergen,CA,585 Potrero Ave,94110
21,1,National Beef Packing Company,051-2013,1,Kansas City,39.31357,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-051-2013-release,-94.68211,0,Beef Products,60 pounds,Kansas Firm Recalls Beef Products Due to Possible E. Coli O157:H7 Contamination,"Sep 12, 2013",to Possible E. Coli O157:H7 Contamination,MO,12200 N Ambassador Dr Ste 101,64163
22,0,Galant Food Company,050-2013,1,San Francisco,37.76211,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-050-2013-release,-122.407234,0,Calzone Products,390 pounds ,California Firm Recalls Calzone Products Due To Misbranding And Undeclared Allergen,"Sep 06, 2013",To Misbranding And Undeclared Allergen,CA,585 Potrero Ave,94110
23,0,Westlake Foods,046-2013,1,Seattle,47.61165,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-046-2013-exp,-122.33652,1,Additional Pork Products,"4,947 pounds",California Firm Recalls Additional Pork Products Due To Misbranding and Undeclared Allergens,"Aug 29, 2013",To Misbranding and Undeclared Allergens,WA,1601 5th Ave,98101
24,1,Pride Foods,048-2013,1,Knoxville,40.907978,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-048-2013-release,-90.28295,0,Beef Pattie and Chub Products,"9,542 pounds",Florida Firm Recalls Beef Pattie and Chub Products Due to Misbranding and Undeclared Allergen,"Aug 28, 2013",to Misbranding and Undeclared Allergen,IL,221 E Main St,61448
25,1,"Lone Star Western Beef, Inc.",047-2013,1,Fairmont,39.48158,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-047-2013-release,-80.14718,0,Beef Jerky Products,13 pounds,West Virginia Firm Recalls Beef Jerky Products Due To Processing Deviation,"Aug 28, 2013",To Processing Deviation,WV,RR 3 Box 5,26554
26,0,Westlake Foods,046-2013,1,Seattle,47.61165,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-046-2013-release,-122.33652,1,Cured Pork Products,"4,947 pounds ",California Firm Recalls Cured Pork Products Due To Misbranding And Undeclared Allergen,"Aug 23, 2013",To Misbranding And Undeclared Allergen,WA,1601 5th Ave,98101
27,1,United Processing LLC,045-2013,1,Winchester,39.180515,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-045-2013-release,-78.167015,0,Boneless Veal Products,1500 pounds,New York Firm Recalls Boneless Veal Products Due To Possible E. Coli Contamination,"Aug 09, 2013",To Possible E. Coli Contamination,VA,12 W Cecil St,22601
28,1,National Beef Packing Company,043-2013,1,Kansas City,39.31357,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/Recall-043-2013-Release,-94.68211,0,Ground Beef Products,"49,136 pounds",Kansas Firm Recalls Ground Beef Products Due To Possible E. coli O157:H7 Contamination,"Jul 31, 2013",To Possible E. coli O157:H7 Contamination,MO,12200 N Ambassador Dr Ste 101,64163
29,1,Traditions,044-2013,1,Richmond,37.600834,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/Recall-044-2013-Release,-77.52394,0,Frozen Chicken Meals,527 pounds,Mississippi Firm Recalls Frozen Chicken Meals Due To Misbranding And Undeclared Allergen,"Jul 31, 2013",To Misbranding And Undeclared Allergen,VA,1922 Colgate Ave,23226
30,0,"ECRS, LLC",042-2013,1,Weston,26.105995,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-042-2013-release,-80.38116,0,Blue Cheese Chicken Dip Products,"8,616  pounds",Florida Firm Recalls Blue Cheese Chicken Dip Products Due To Misbranding And Undeclared Allergen,"Jun 26, 2013",To Misbranding And Undeclared Allergen,FL,1143 Laguna Springs Dr,33326
31,0,"Tip Top Poultry, Inc.",041-2013,1,Marietta,33.95871,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-041-2013-release,-84.51374,0,Mechanically Separated Chicken Product,"18,000 pounds",Georgia Firm Recalls Mechanically Separated Chicken Product That May Contain Plastic,"Jun 19, 2013",May Contain Plastic,GA,327 Wallace Rd,30062
32,1,National Beef Packing Co.,040-2013,1,Kansas City,39.31357,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/Recall-040-2013-Release,-94.68211,0,Ground Beef Products,"5,090 pounds",Kansas Firm Recalls Ground Beef Products Due To Possible E. coli O157:H7 Contamination,"Jun 18, 2013",To Possible E. coli O157:H7 Contamination,MO,12200 N Ambassador Dr Ste 101,64163
33,1,"Hickory Hollow Jerky, LLC",039-2013,1,Houston,29.770416,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/fsis-rc-039-2013,-95.39743,0,Beef Jerky Products,320 pounds,Alabama Firm Recalls Beef Jerky Products Due to Misbranding and Undeclared Allergen,"Jun 12, 2013",to Misbranding and Undeclared Allergen,TX,101 Heights Blvd,77007
34,0,Taylor Farms Pacific,038-2013,1,Tracy,37.749443,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-038-2013-release,-121.41053,0,Salad Product Containing Chicken,"1,142 pounds",California Firm Recalls Salad Product Containing Chicken Due To Misbranding and Undeclared Allergen,"Jun 12, 2013",To Misbranding and Undeclared Allergen,CA,1820 N Macarthur Dr,95376
35,1,Vocci Italian Food Products,037-2013,1,Kansas City,39.108025,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-037-2013-Release,-94.572655,0,Lasagna Products,140 pounds,Missouri Firm Recalls Lasagna Products Due To Misbranding and Undeclared Allergen,"Jun 03, 2013",To Misbranding and Undeclared Allergen,MO,559 Campbell St,64106
36,0,oster Farms,036-2013,1,La Salle,40.276134,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/fsis-rc-036-2013,-104.65261,0,Ready-To-Eat Grilled Chicken Strips,902 pounds,California Firm Recalls Ready-To-Eat Grilled Chicken Strips Due To Misbranding and Undeclared Allergens,"May 21, 2013",To Misbranding and Undeclared Allergens,CO,21333 County Road 40,80645
37,1,Jolly Good Meat Products,035-2013,1,Los Angeles,33.986137,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/CT_Index23,-118.33518,1,Pork Pie Products,680 pounds,California Firm Recalls Pork Pie Products Due to Misbranding and Undeclared Allergens,"May 10, 2013",to Misbranding and Undeclared Allergens,CA,5956 West Blvd,90043
38,0,Tibor’s Gourmet,033-2013,1,Lancaster,34.677532,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/fsis-rc-033-2013,-118.15654,1,Ready-To-Eat Smoked Pork Sausage Products,248 pounds,California Firm Recalls Ready-To-Eat Smoked Pork Sausage Products Produced Without the Benefit of Inspection,"May 07, 2013",Without the Benefit of Inspection,CA,43755 15th St W,93534
39,0,"Mongiello Italian Cheese Specialties, DBA, Formaggio Italian Cheese Specialties",030-2013,1,Brooklyn,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/CT_Index18,-10,0,Fresh Mozzarella with Chorizo & Cilantro Products,234 pounds,New York Firm Recalls Fresh Mozzarella with Chorizo & Cilantro Products Due to Misbranding and Undeclared Allergen,"May 02, 2013",to Misbranding and Undeclared Allergen,NY,,11201
40,0,Nestlé Pizza Company,031-2013,1,Irondale,33.54096,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-031-2013-release,-86.69905,0,Frozen Pizzas,"96,999 pounds",Wisconsin Firm Recalls Frozen Pizzas Due To Possible Foreign Matter Contamination,"May 02, 2013",To Possible Foreign Matter Contamination,AL,2920 Commerce Sq S,35210
41,1,Real Pasta Inc.,029-2013,1,Milwaukee,43.089825,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/fsis-rc-029-2013,-87.89514,0,Frozen Pasta Products,"7,533 pounds",New Jersey Firm Recalls Frozen Pasta Products Produced Without Benefit of Inspection,"May 01, 2013",Without Benefit of Inspection,WI,4022 N Wilson Dr,53211
42,1,Real Pasta Inc.,029-2013,1,Milwaukee,43.089825,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/CT_Index17,-87.89514,0,Frozen Pasta Products,"7,533 pounds ",New Jersey Firm Recalls Frozen Pasta Products Produced Without Benefit of Inspection,"May 01, 2013",Without Benefit of Inspection,WI,4022 N Wilson Dr,53211
43,0,"ormosa Food Company, Inc.",027-2013,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-027-2013-release,,1,Pork Jerky Product,0 pounds,Iowa Firm Recalls Pork Jerky Product Due to Misbranding and Undeclared Allergen,"Apr 10, 2013",to Misbranding and Undeclared Allergen,,,
44,0,Tyson Foods Inc.,026-2013,1,Clarksville,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-026-2013-release,-10,0,Breaded Chicken Products,"65,690 pounds",Arkansas Firm Recalls Breaded Chicken Products Due To Undeclared Allergen And Misbranding,"Apr 02, 2013",To Undeclared Allergen And Misbranding,AR,,72830
45,0,"Ben-Lee Processing, Inc.",022-2013,1,Atwood,39.82433,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-022-2013,-101.046745,1,Pork Products That Were,125 pounds,Kansas Firm Recalls Pork Products That Were Produced Without a HACCP Plan,"Mar 15, 2013",Without a HACCP Plan,KS,12783 Highway 25,67730
46,1,"FPL Food, LLC",023-2013,1,Thomasville,30.848831,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/fsis-rc-023-2013,-84.00353,0,,"11,340 pounds",Recall Notification Report 023-2013,"Mar 15, 2013",,GA,131 Roseway Dr,31792
47,1,"Hot Springs Packing Co., Inc.",021-2013,1,Hot Springs National Park,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-021-2013,,1,Chicken Polish Sausage and Chicken Breakfast Link Products,"6,120 pounds",Arkansas Firm Recalls Chicken Polish Sausage and Chicken Breakfast Link Products Due To Potential Listeria Monocytogenes Contamination,"Mar 12, 2013",To Potential Listeria Monocytogenes Contamination,AR,,71914
48,1,ummer Garden Food Manufacturing,020-2013,1,Kansas City,39.072895,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-020-2013-release,-94.65509,0,Bolognese Sauce Products,"25,137 pounds",Ohio Firm Recalls Bolognese Sauce Products Due to Undeclared Allergens and Misbranding,"Mar 06, 2013",to Undeclared Allergens and Misbranding,KS,2301 Metropolitan Ave,66106
49,0,Byron Center Wholesale Meats,019-2013,1,Byron Center,42.812607,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-019-2013,-85.724625,1,Ham Products That Were,"3,417 pounds",Michigan Firm Recalls Ham Products That Were Produced Without A HACCP Plan,"Mar 02, 2013",Without A HACCP Plan,MI,8375 Freeland Ave SW,49315
50,0,Schmalz's European Provisions,018-2013,1,Newark,40.72288,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-018-2013,-74.15442,1,Chicken Sausage Product,"2,281 pounds",New Jersey Firm Recalls Chicken Sausage Product That May Contain Foreign Materials,"Feb 27, 2013",May Contain Foreign Materials,NJ,57 Napoleon St,07105
51,0,Smithfield Packing Company,017-2013,1,Grayson,38.34753,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-017-2013,-82.934814,1,Pork Sausage Product,"15,102 pounds",Virginia Firm Recalls Pork Sausage Product That May Contain Foreign Materials,"Feb 21, 2013",May Contain Foreign Materials,KY,800 Cw Stevens Blvd,41143
52,1,Perfect Pasta Inc.,016-2013,1,Addison,41.92754,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-016-2013,-88.01808,1,Ready-To-Eat Roast Beef Products,217 pounds,Illinois Firm Recalls Ready-To-Eat Roast Beef Products Due To Potential Listeria Monocytogenes Contamination,"Feb 14, 2013",To Potential Listeria Monocytogenes Contamination,IL,31 S Fairbank St,60101
53,1,AdvancePierre Foods,015-2013,1,Enid,36.396656,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/CT_Index468,-97.88152,0,Frozen Country Fried Steaks Nationwide,"20,680 pounds",Oklahoma Firm Recalls Frozen Country Fried Steaks Nationwide Due to Possible Foreign Matter Contamination,"Feb 08, 2013",to Possible Foreign Matter Contamination,OK,301 W Broadway Ave,73701
54,1,ueske's Applewood Smoked Meats,014-2013,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-014-2013-release,,0,Liver Paté,"1,534 pounds",Wisconsin Firm Recalls Liver Paté Due to Misbranding and An Undeclared Allergen,"Feb 02, 2013",to Misbranding and An Undeclared Allergen,,,
55,1,San Jose Valley Veal,012-2013,1,Santa Clara,37.365414,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-012-2013,-121.95813,0,Veal Trimmings,942 pounds,California Firm Recalls Veal Trimmings Due to Possible E. Coli O157:H7 Contamination,"Jan 30, 2013",to Possible E. Coli O157:H7 Contamination,CA,1820 Richard Ave,95050
56,1,Gab Halal Foods,009-2013,1,Troy,42.606663,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-009-2013,-83.09059,1,Ground Beef Products,0 pounds,Michigan Retail Store Recalls Ground Beef Products Due To Possible Salmonella Contamination,"Jan 25, 2013",To Possible Salmonella Contamination,MI,42889 Dequindre Rd,48085
57,0,dvance Pierre Foods,010-2013,1,Fairfield,39.33573,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-010-2013-release,-84.50509,0,Chicken Fried Chicken Breasts,"2,603 pounds",Oklahoma Firm Recalls Chicken Fried Chicken Breasts That May Contain Foreign Materials,"Jan 25, 2013",May Contain Foreign Materials,OH,110 Distribution Dr,45014
58,1,"Jouni Meats, Inc.",008-2013,1,Sterling Heights,42.565643,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-008-2013,-83.08883,1,Ground Beef Products,0 pounds,Michigan Retail Store Recalls Ground Beef Products Due To Possible Salmonella Contamination,"Jan 24, 2013",To Possible Salmonella Contamination,MI,37234 Dequindre Rd,48310
59,0,- Annie's Homegrown Inc.,006-2013,1,Berkeley,37.87368,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/fsis-rc-006-2013,-122.30071,0,Frozen Pizzas,"142,445 pounds",California Firm Recalls Frozen Pizzas Due To Possible Foreign Matter Contamination,"Jan 23, 2013",To Possible Foreign Matter Contamination,CA,1610 5th St,94710
60,0,C & H Meat Company,005-2013,1,Vernon,34.008636,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-005-2013,-118.21579,1,,"1,255 pounds",Recall Notification Report 005-2013,"Jan 22, 2013",,CA,3017 Bandini Blvd,90058
61,1,"LJD Holdings, Inc., doing business as B and D Foods",004-2013,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-004-2013-release,,1,Fully Cooked Meat and Poultry Products,"27,920 pounds",Idaho Firm Recalls Fully Cooked Meat and Poultry Products Due to Potential Listeria Monocytogenes Contamination,"Jan 19, 2013",to Potential Listeria Monocytogenes Contamination,,,
62,0,ing's Delight,003-2013,1,Grand Prairie,32.772243,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-003-2013,-97.036896,0,Gluten-Free Chicken Nuggets,14 pounds,Georgia Firm Recalls Gluten-Free Chicken Nuggets Due To Misbranding And Undeclared Wheat,"Jan 18, 2013",To Misbranding And Undeclared Wheat,TX,2433 Kingsbridge St,75050
63,0,"umphrey's Market, Inc.",002-2013,1,Clinton Township,42.57447,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-002-2013,-82.88924,0,Ready-To-Eat and Raw Poultry Products,151 pounds,Illinois Firm Recalls Ready-To-Eat and Raw Poultry Products Produced Without Benefit of Inspection,"Jan 17, 2013",Without Benefit of Inspection,MI,37685 S Gratiot Ave,48036
64,1,Glenn's Market and Catering,001-2013,1,Watertown,43.194504,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/FSIS-RC-001-2013,-88.72634,0,Ground Beef Products,50 pounds,Wisconsin Firm Recalls Ground Beef Products Due to Possible E. Coli O157:H7 Contamination,"Jan 15, 2013",to Possible E. Coli O157:H7 Contamination,WI,222 W Main St,53094
