,beef,businessName,case_number,chicken,city,lat,link,long,pork,product_desc,qty_recovered,recall_announcement,recall_date,recall_reason,state,street,zip
24,0,Zemco Industries Inc.,050-2014,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-050-2014-release,,1,Sausage Product,"64,785 pounds",New York Firm Recalls Sausage Product Due To Misbranding and Undeclared Allergen,"Aug 06, 2014",To Misbranding and Undeclared Allergen,,,
25,1,"Puritan Foods Co., Inc.",049-2014,1,Boston,42.334682,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-049-2014-release,-71.062195,0,Raw Boneless Turkey Breasts,39 pounds,Massachusetts Firm Recalls Raw Boneless Turkey Breasts Due To Misbranding and Undeclared Allergen,"Jul 26, 2014",To Misbranding and Undeclared Allergen,MA,17 Food Mart Rd,02118
26,0, Roberts Foods,046-2014,1,Glendale,33.529892,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-046-2014-release,-112.18623,0,Grilled Chicken Product,0 pounds,North Carolina Firm Recalls Grilled Chicken Product Due to Misbranding and Undeclared Allergen,"Jul 18, 2014",to Misbranding and Undeclared Allergen,AZ,6411 N 59th Ave,85301
27,0,Foster Farms,044-2014,1,Vestavia,33.414276,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-044-2014-release,-86.80207,0,Chicken Products,"101,302 pounds",California Firm Recalls Chicken Products Due to Possible Salmonella Heidelberg Contamination,"Jul 12, 2014",to Possible Salmonella Heidelberg Contamination,AL,2048 Montreat Dr,35216
28,0,Kanani Foods,045-2014,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-045-2014-release,,0,Chicken Products That Were,5 pounds,Nevada Firm Recalls Chicken Products That Were Produced Without Fully Implementing a Ready-To-Eat HACCP Plan,"Jul 04, 2014",Without Fully Implementing a Ready-To-Eat HACCP Plan,,,
29,0,"E. G. Emils & Sons, Inc.",042-2014,1,Philadelphia,39.970707,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-042-2014-release,-75.13995,1,Deli Ham Product,"3,126 pounds",Pennsylvania Firm Recalls Deli Ham Product Due To Possible Foreign Matter Contamination,"Jun 27, 2014",To Possible Foreign Matter Contamination,PA,1344 N American St,19122
30,0,Mr. Wok Foods,041-2014,1,Palmdale,34.558826,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-041-2014-release,-118.07583,1,Raw Pork Nugget Products Containing Wheat,20 pounds,Nevada Firm Recalls Raw Pork Nugget Products Containing Wheat Due To Misbranding and Undeclared Allergens,"Jun 26, 2014",To Misbranding and Undeclared Allergens,CA,3025 E Avenue S,93550
31,0,"ei-Chuan USA, Inc.",038-2014,1,Niles,41.76894,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-038-2014-release,-86.25036,1,Pork Mini Buns Products,299 pounds,California Firm Recalls Pork Mini Buns Products Due to Misbranding and Undeclared Allergens,"Jun 21, 2014",to Misbranding and Undeclared Allergens,MI,1118 Ontario Rd,49120
32,0,earborn Sausage Co.,037-2014,1,Union City,36.480877,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-037-2014-release,-89.16321,1,Bacon Product,0 pounds,Michigan Firm Recalls Bacon Product Due To Misbranding and Undeclared Allergen,"Jun 19, 2014",To Misbranding and Undeclared Allergen,TN,5132 Old Troy Hickman Rd,38261
33,0,"ellisio Foods, Inc.",036-2014,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-036-2014-release,,0,Chicken Pad Thai Product,"3,664 pounds",Ohio Firm Recalls Chicken Pad Thai Product Due to Misbranding and Undeclared Allergen,"Jun 19, 2014",to Misbranding and Undeclared Allergen,,,
34,1,Vanee Foods,035-2014,1,Berkeley,41.892673,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-035-2014-release,-87.903694,0,Turkey Base Product,"3,450 pounds",Illinois Firm Recalls Turkey Base Product Due To Misbranding and Undeclared Allergen,"Jun 13, 2014",To Misbranding and Undeclared Allergen,IL,5418 McDermott Dr,60163
35,0,oulder Natural Meats,033-2014,1,Denver,39.793114,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/rnr-033-2014,-104.968765,0,,120 pounds,Recall Notification Report 033-2014 (Boneless Skinless Chicken Breasts),"May 29, 2014",,CO,5340 N. Franklin St.,80216
36,1,Chaparros Mexican Foods Inc.,032-2014,1,Lincoln,40.83316,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-032-2014-release,-96.65376,0,Beef Products,"1,019 pounds",California Firm Recalls Beef Products Due to Misbranding and Undeclared Allergen,"May 23, 2014",to Misbranding and Undeclared Allergen,NE,2100 N 48th St,68504
37,1,rime Pak Foods,031-2014,1,Ogden,41.194218,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-031-2014-release,-111.99772,0,Chicken Breast and Tender Products,"15,070 pounds",Georgia Firm Recalls Chicken Breast and Tender Products Due to Misbranding and Undeclared Allergens,"May 21, 2014",to Misbranding and Undeclared Allergens,UT,3720 River Valley Dr,84405
38,1,Wolverine Packing Company,030-2014,1,Onekama,44.36297,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-030-2014,-86.202446,0,Ground Beef Products,"35,024 pounds",Michigan Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7,"May 19, 2014",To Possible E. Coli O157:H7,MI,4985 Main St,49675
39,0,"Transatlantic Foods, Inc., a New York company,",028-2014,1,New York,40.7548,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-028-2014-release,-73.99156,1,Pork and Poultry Products,"1,098 pounds",New York Firm Recalls Pork and Poultry Products Due To Lack of Inspection,"May 16, 2014",To Lack of Inspection,NY,575 8th Ave # 23,10018
40,0,"Transatlantic Foods, Inc., a New York company,",029-2014,1,New York,40.7548,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/rnr-029-2014,-73.99156,1,,"3,311 pounds",Recall Notification Report 029-2014 (Pork Products),"May 16, 2014",,NY,575 8th Ave # 23,10018
41,0,Knockum Hill Bar-B-Que,026-2014,1,Herndon,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-026-2014-release,-10,1,Pork Products,129  pounds,Kentucky Firm Recalls Pork Products Due To Misbranding And Undeclared Allergen,"Apr 25, 2014",To Misbranding And Undeclared Allergen,KY,PO Box 34,42236
42,0,ime Pak Foods,023-2014,1,Ogden,41.194218,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-023-2014-release,-111.99772,0,Chicken Breast Tenders Products,"3,740 pounds",Georgia Firm Recalls Chicken Breast Tenders Products Due To Misbranding and Undeclared Allergens,"Apr 19, 2014",To Misbranding and Undeclared Allergens,UT,3720 River Valley Dr,84405
43,0,George’s Inc.,018-2014,1,Modesto,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-018-2014-release,-10,0,Chicken Products,800 pounds,Arkansas Firm Recalls Chicken Products Due To Misbranding and Undeclared Allergen,"Mar 07, 2014",To Misbranding and Undeclared Allergen,CA,PO Box 4760,95352
44,0,"Sun Hing Foods, Inc., the Importer of Record",017-2014,1,South San Francisco,37.647827,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-017-2014-release,-122.40011,0,Canadian Liver Pâté Products,"4,362 pounds",California Firm Recalls Canadian Liver Pâté Products Produced Without Import Inspection,"Feb 26, 2014",Without Import Inspection,CA,271 Harbor Way,94080
45,0,Santa Maria Foods Corporation,016-2014,1,Madison,43.038425,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-016-2014-release,-89.45136,1,,"1,440 pounds",Canadian Firm Recalls Various Meat Products Without Import Inspection,"Feb 26, 2014",,WI,1326 S Midvale Blvd,53711
46,1,"Rancho Feeding Corporation, a Petaluma, Calif. establishment,",013-2014 (UPDATE),1,Hemet,33.758453,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-013-2014-update-021814,-116.96953,0,Unwholesome Meat Products,,California Firm Recalls Unwholesome Meat Products Produced Without the Benefit of Full Inspection,"Feb 18, 2014",Without the Benefit of Full Inspection,CA,340 E Menlo Ave,92543
47,1,"Rancho Feeding Corporation, a Petaluma, Calif. establishment,",013-2014,1,Hemet,33.758453,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-013-2014-release,-116.96953,0,Unwholesome Meat Products,,California Firm Recalls Unwholesome Meat Products Produced Without the Benefit of Full Inspection,"Feb 14, 2014",Without the Benefit of Full Inspection,CA,340 E Menlo Ave,92543
48,1,Prime Snax Incorporated,014-2014,1,Salt Lake City,40.732117,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-014-2014-release,-111.90552,0,Various Beef Jerky Products,"65,000 pounds ",Utah Firm Recalls Various Beef Jerky Products Due to Misbranding and Undeclared Allergen,"Feb 11, 2014",to Misbranding and Undeclared Allergen,UT,1750 S 500 W,84115
49,0,ConAgra Foods,011-2014,1,Red Lion,39.89911,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-011-2014-release,-76.60017,0,Chicken Noodle Soup,"27,068 pounds",Pennsylvania Firm Recalls Chicken Noodle Soup Due to Misbranding and Undeclared Allergens,"Feb 04, 2014",to Misbranding and Undeclared Allergens,PA,321 Taylor Ave,17356
50,1,"House of Smoke, Inc.",009-2014,1,Warrenton,36.27312,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-009-2014-release,-78.09327,1,Various Meat Products,"1,804 pounds",Colorado Firm Recalls Various Meat Products Due To Soy Lecithin,"Feb 01, 2014",To Soy Lecithin,NC,2719 Nc Highway 58,27589
51,0,George’s Inc.,007-2014,1,Modesto,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-007-2014-release,-10,0,Frozen Chicken Products,"154,110 pounds",Arkansas Firm Recalls Frozen Chicken Products Due To Misbranding and Undeclared Allergens,"Jan 27, 2014",To Misbranding and Undeclared Allergens,CA,PO Box 4760,95352
52,1,Truitt Brothers Inc.,006-2014,1,Salem,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/rc-006-2014-release,-10,0,Cheeseburger Mac Products,"339,814 pounds",Kentucky Firm Recalls Cheeseburger Mac Products Due To Misbranding and Undeclared Allergens,"Jan 19, 2014",To Misbranding and Undeclared Allergens,OR,,97301
53,1,European Meat Products Inc.,004-2014,1,Chicago,41.978935,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-004-2014-release,-87.69266,1,Beef and Pork Products,"11,852 pounds",Colorado Firm Recalls Beef and Pork Products Due To Misbranding and Undeclared Allergen,"Jan 17, 2014",To Misbranding and Undeclared Allergen,IL,5356 N Lincoln Ave,60625
54,1,Gusto Packing,005-2014,1,Montgomery,41.74015,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-005-2014-release,-88.369095,1,,"18,997 pounds",Illinois Firm Recalls Sliced Spiral Hams for Possible Listeria Contamination,"Jan 17, 2014",,IL,2125 Rochester Rd,60538
55,0,Not Found,002-2014 EXP1,1,Paradise,39.754246,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-002-2014-release-expansion,-121.628296,0,Various Meat Products,,California Firm Recalls Various Meat Products Produced Without The Benefit Of Full Inspection,"Jan 16, 2014",Without The Benefit Of Full Inspection,CA,6044 Skyway,95969
56,1,"Rancho Feeding Corporation, a Petaluma, Calif., establishment,",002-2014,1,Hemet,33.758453,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-002-2014-release,-116.96953,0,Various Meat Products,,California Firm Recalls Various Meat Products Produced Without the Benefit of Full Inspection,"Jan 13, 2014",Without the Benefit of Full Inspection,CA,340 E Menlo Ave,92543
